recId,Table Name,Field Name,Field Type,Field Options
reczI1tYMkoVDhGbj,Membership fee billing schedules,Amount per bill,percent,
rec4YYNAzPcvVe3Xl,Membership fee billing schedules,Membership fee records,singleLineText,
recVRtZKPrIsDbY7Y,School year,School year,singleLineText,
recFpfsJsUMtnmnkZ,School year,Start date,formula,"DATETIME_PARSE(CONCATENATE(""7-1-"",LEFT({School year},4)))"
recvSHz8tsZpMYmPC,School year,End date,formula,"DATETIME_PARSE(CONCATENATE(""6-30-"",LEFT({School year},4)+1))"
recqPjXCpo2M3WFBE,School year,New school fee amount,currency,
reczIhNmEb9CvjKrl,School year,Fee level as a share of revenue,percent,
recfx7bpLtYPrOcZL,School year,Membership fee records,singleLineText,
recIolV8lt3Cl5J8G,School year,Create membership fee records for year,button,
rec8s3pjpa8D7LivO,Membership fee credits,Payment ID,formula,"CONCATENATE({School x Year},""-"",{Amount},""-"",{Date received})"
recfCF5GuO0gq2nOX,Membership fee credits,School x Year,singleLineText,
recCqAAoAkKOMMJSS,Membership fee credits,Amount,currency,
rec3S9BNfYsPYcAS9,Membership fee credits,Date received,date,
recfHv63NoMI8ljcN,Membership fee credits,Type,singleSelect,"Payment, Exemption"
recLP2NoTjhPcBPNc,Membership fee credits,Exemption explanation,multilineText,
recVCDka5cIn8DR9R,Membership fee credits,Attachments,multipleAttachments,
recgWseLgk5ld8HMZ,Membership fee credits,School text from QBO,singleLineText,
rec72GDWOmOsMxlzQ,Membership fee credits,Year text from QBO,singleLineText,
recUOtmP7THUq1teI,Membership fee credits,ai,singleLineText,
recyEiiVHW37HtHPk,Membership fee credits,Customer ID from QBO,multipleRecordLinks,QBO School Codes
recyq43vBGbpMvgiC,Membership fee credits,School Name in QBO (from Customer ID from QBO),multipleLookupValues,
recVrVbh0M31DwPny,Membership fee credits,School x Year formula text,formula,"CONCATENATE({School Name in QBO (from Customer ID from QBO)},"" - "",{Year text from QBO})"
rec47g27zNAu1uG5L,Membership fee invoices,Invoice ID,formula,"CONCATENATE({School x Year},""-"",{Invoice amount},""-"",{Date})"
recaDCDkLpApYgWg5,Membership fee invoices,School x Year,singleLineText,
recC4p6a3C2XRUEDl,Membership fee invoices,Invoice amount,currency,
recxKnkvP9WsB8g1A,Membership fee invoices,Date,date,
recLY3HkKxYRZboWl,Membership fee invoices,School Year from QBO,singleLineText,
recVuKcCTly4ByOco,Membership fee invoices,School from QBO,singleLineText,
rec2viYdUg7KB4m6V,Membership fee invoices,Customer ID from QBO,multipleRecordLinks,QBO School Codes
recycmG260mzV0MPN,Membership fee invoices,Schools (from Customer ID from QBO),multipleLookupValues,
recUDn41nN0xh7Ln7,Membership fee invoices,School x Year formula text,formula,"CONCATENATE({Schools (from Customer ID from QBO)},"" - "",{School Year from QBO})"
reczwWRxhtnq54rDy,Membership fee - generate invoices,Invoice ID,formula,"CONCATENATE({School x Year},""-"",{Invoice amount},""-"",{Invoice Date})"
recznNKzPMT4xTAMn,Membership fee - generate invoices,School x Year,singleLineText,
reclBhZQI2IHRg7BH,Membership fee - generate invoices,Invoice amount,currency,
reccbKpZtBCFmX71N,Membership fee - generate invoices,Invoice Date,date,
rec1NFTZznwOVkakJ,Membership fee - generate invoices,Open URL,button,
reco3hBY2AFYiX0ge,Membership fee - generate invoices,QBO School Codes (from School) (from School x Year),rollup,
recviwjIxAzfaiZhA,Membership fee - generate invoices,Due date,date,
recihp7jQZ0WuhHRi,Membership fee - generate invoices,School year (from School x Year),rollup,
recAjnyNBg0lYoTwU,Event types,Event Category,singleLineText,
recszlt5SP2PG3Q8U,Event types,Events,multipleRecordLinks,Events
reczk5bKHfe4i9Hyd,QBO School Codes,Customer ID in QBO,singleLineText,
recMg7lO0jrOLOwzF,QBO School Codes,School Name in QBO,singleLineText,
recj8K058rnhoJK6b,QBO School Codes,Schools,multipleRecordLinks,Schools
recsOK30gIWJxKkx9,QBO School Codes,Membership fee invoices,multipleRecordLinks,Membership fee invoices
recTposAIlu5D2QGl,QBO School Codes,Membership fee credits,multipleRecordLinks,Membership fee credits
recPTgFbCFFrwgFRz,Emails,email_id,formula,RECORD_ID()
rec45kOEaliqzOieq,Emails,From,singleLineText,
rec0JuxdpmqpnXoUJ,Emails,To,singleLineText,
recym0cXt3SVrjFNQ,Emails,Date,dateTime,
recJy2zTj92pZNv3n,Emails,Subject,singleLineText,
reco0SAcXfwsakeUh,Emails,Body,richText,
recj17oOBaZxYTSyx,Emails,Attachments,multipleAttachments,
rectK871g1B1c62D0,Emails,Educators,multipleRecordLinks,Educators
rec4RU6q56EzzIEXy,Emails,Gmail msg ID,singleLineText,
reca7blBnOR4bepiX,Emails,Schools,multipleRecordLinks,Schools
rech3pIChKjijw7rL,Emails,CC,singleLineText,
rec5uwcv1iQ7MjyFm,Emails,Matched Emails,multilineText,
rec9hpNjlnvpeMdzR,Emails,User,singleLineText,
recf38TcIS5ogia7f,Emails,Created time,createdTime,
recQheJRZVFS3hEis,Montessori Cert Levels,Name,singleLineText,
recyDKWmq0bGx29tz,Montessori Cert Levels,Montessori Certs,multipleRecordLinks,Montessori Certs
recg113zExWMuKfaf,Montessori Cert Levels,SSJ Fillout Form: Get Involved,multipleRecordLinks,SSJ Fillout Forms
reco91k2WavjYmKO4,Montessori Cert Levels,SSJ Fillout Form: Get Involved 2,multipleRecordLinks,SSJ Fillout Forms
recOk1PNG4hKdfCRn,Montessori Cert Levels,SSJ Fillout Form: Get Involved 3,multipleRecordLinks,SSJ Fillout Forms
recL0UW9ve9JP5Yjn,Montessori Cert Levels,SSJ Fillout Form: Get Involved 4,multipleRecordLinks,SSJ Fillout Forms
recyaRlhj9IlfRMaV,Montessori Cert Levels,Educators,singleLineText,
recSF0z6UBOGwyE5Q,Montessori Cert Levels,Educators 2,multipleRecordLinks,Educators
recQcb6qO2Ooctrmo,Montessori Certifiers,Name,singleLineText,
recvSo8SyUzYmUfKm,Montessori Certifiers,SSJ Fillout Form: Get Involved,multipleRecordLinks,SSJ Fillout Forms
recTXVG9VxkKmBrvv,Montessori Certifiers,SSJ Fillout Form: Get Involved 2,multipleRecordLinks,SSJ Fillout Forms
recT9XBoWATQo31Y0,Montessori Certifiers,SSJ Fillout Form: Get Involved 3,multipleRecordLinks,SSJ Fillout Forms
rec77iwe7lmvXFy43,Montessori Certifiers,SSJ Fillout Form: Get Involved 4,multipleRecordLinks,SSJ Fillout Forms
recbO2zcWoKthJ5Ti,Montessori Certifiers,Montessori Certs,multipleRecordLinks,Montessori Certs
recmJA3abtijlhzCG,Montessori Certifiers,Abbreviation,singleLineText,
recJNWk59EF7EzlPI,Montessori Certifiers - old list,Name,singleLineText,
recl5NnSUuNFpBUQD,Montessori Certifiers - old list,SSJ Fillout Form: Get Involved,singleLineText,
rec2Jc0ztG1svL2t8,Montessori Certifiers - old list,SSJ Fillout Form: Get Involved 2,singleLineText,
recyl70N7bhd1GTLg,Montessori Certifiers - old list,SSJ Fillout Form: Get Involved 3,singleLineText,
recgC0Oz8WT4kZTVq,Montessori Certifiers - old list,SSJ Fillout Form: Get Involved 4,singleLineText,
recFKNfKOCNHfRosY,Montessori Certifiers - old list,Abbreviation,singleLineText,
recPEMmBiXb6nEHdj,Race and Ethnicity,Name,singleLineText,
rec4BiOMTfAFeIauY,Race and Ethnicity,SSJ Fillout Form: Get Involved,singleLineText,
recEtKTspiLVPga1p,Board Service,Name,formula,"IF({Educator},{Educator},{Community Member Name}) & "" - "" & IF({Currently Active}, ""✅"", ""❌"") & IF({Chair}, ""🪑"", """")"
recY8TODhy9kF48VN,Board Service,School,multipleRecordLinks,Schools
recOmaN4MlR0HmCRL,Board Service,Educator,multipleRecordLinks,Educators
rec1qmxPnuYR8DmsJ,Board Service,Contact Email (from Educator),multipleLookupValues,
rec2Pec5gZr4zMCmu,Board Service,Start Date,date,
recXVIKhpKGVzFJMt,Board Service,End Date,date,
rec4jdwQyVritJzkB,Board Service,Currently Active,checkbox,
recI9kLzgG1j6LRUQ,Board Service,Chair,checkbox,
recN85qEwZJwQ3lZ6,Board Service,Community Member Name,singleLineText,
recUFBjn2SYO2cQzw,Board Service,Community Member Email,singleLineText,
recIXeDOq6pUhUoME,Board Service,Email,formula,"IF({Contact Email (from Educator)},{Contact Email (from Educator)},{Community Member Email})"
recNahKrecjbjPn3A,Email Sync Errors,Message ID,singleLineText,
recGYI4XkgdrryX2U,Email Sync Errors,Subject,singleLineText,
recnmonzNUc9pExIR,Email Sync Errors,Date,singleLineText,
recBocAJp7sTk5z6j,Email Sync Errors,From,singleLineText,
recO7eXQ0YtFR6kTR,Email Sync Errors,To,singleLineText,
recryXV2f6J8U62Cu,Email Sync Errors,Error,multilineText,
recdr3O2PziZuRLo7,Email Sync Errors,CC,singleLineText,
rec1fGZuX0nzXuImk,Email Sync Errors,created time,createdTime,
recvGjHD7QyUZEGWS,Email Sync Errors,User,singleLineText,
reccIVwF15e0OZ8CK,Lead Routing and Templates,Name,singleLineText,
rectOORJTF2khnpMi,Lead Routing and Templates,SendGrid Template ID,singleLineText,
recXtoOrm9YfMeVqZ,Lead Routing and Templates,Language,multipleSelects,"English, Spanish"
recitWUdkh1euKiZ9,Lead Routing and Templates,Type,multipleSelects,"Educator, Community Member"
recjHuLt36Nk78MRb,Lead Routing and Templates,Source,singleLineText,
recTsBVZb5joI2oxo,Lead Routing and Templates,State,singleLineText,
recIAu13tlQWAJJHP,Lead Routing and Templates,Sender,singleLineText,
rectlZfeoBoQAlwz9,Lead Routing and Templates,US / International,multipleSelects,"U.S., International"
recYcXOpGW0kfSrHX,Lead Routing and Templates,Growth Lead,multipleRecordLinks,Partners
reclzPxmeYwOZiMH4,Lead Routing and Templates,Geo-type,singleSelect,States
recrOXqQVU01wyYtZ,States Aliases,State,singleLineText,
recboNzIdFAWbzABS,States Aliases,Abbreviation,multilineText,
rectkAenp034Xag7p,Meetings,Meeting key,autoNumber,
rectKpI4Q07aSzMNb,Meetings,Educators,multipleRecordLinks,Educators
recrU7NcbRHzVNgEg,Meetings,Schools,multipleRecordLinks,Schools
recjUoZTMKHQYAquG,Meetings,End Time,dateTime,
recZrIANsWzacTZ6v,Meetings,Title,singleLineText,
reczd3ktChlqssFQx,Meetings,Matched Emails,multilineText,
reck4XrErCfYFN5fW,Meetings,Start Time,dateTime,
rec23uYbAXiQdiiCQ,Meetings,Description,multilineText,
recOKo9EluEV7yYa4,Meetings,All Attendees,multilineText,
recSmmE15LpMDtJkf,Meetings,User,singleLineText,
rec14B41DFyTDnH5y,Membership termination steps,mem_term_step_id,formula,RECORD_ID()
recIsekoT7AO1C9JY,Membership termination steps,Update Airtable fields,date,
recIrp4yV74QwyNrZ,Membership termination steps,Deactivate GSuite,date,
recDv8zmorSEsGu7H,Membership termination steps,Deactivate TC,date,
reclpZeHgGdnmr5xS,Membership termination steps,Deactivate listservs,date,
recoNauRfqrqHM4je,Membership termination steps,Deactivate website,date,
reclzOqbRLNuFfDKE,Membership termination steps,Deactivate QBO,date,
reckCnt6ZkZPTMrG4,Membership termination steps,Deactivate Slack,date,
reccrsBWYVbS8Iy1h,Membership termination steps,Deactivate wildflowerschools.org profile,date,
recA7bE6qFzFCXb7j,Membership termination steps,Deactivate Group Exemption,date,
recZ9zWHjUPJMQEeb,Membership termination steps,Deactivate Gusto,date,
reckcV8uHxijWQGGO,Membership termination steps,School,multipleRecordLinks,Schools
recBvqs3KmsANLriw,Membership termination steps,Initial TC condition,singleSelect,
recpaer261Vw8zJiG,Membership termination steps,Listservs,multipleSelects,"teachers-leaders, white, af-am, poc"
recFuy0zm26moDaUk,Membership termination steps,Initial website condition,singleSelect,
recZqAWEwPglrXbnK,Membership termination steps,Initial QBO condition,singleSelect,"In WF QBO with complete Master Admin, In WF QBO without complete Master Admin, Not in WF QBO"
recDzE1oLOUNOc4wg,Membership termination steps,Initial Slack condition,singleSelect,"In WF Slack, Not in WF Slack"
rec22mN6U2VBDoSP8,Membership termination steps,Initial Group Exemption condition,singleSelect,
recsX6e8GFWjRbJH5,Membership termination steps,Initial Gusto condition,singleSelect,
recVouwt6pYuKoEXx,Membership termination steps,Deactivate GSuite target date,date,
recOx2f114uh3Q1qY,Membership termination steps,Deactivate TC target date,date,
recAph45rjlzS266E,Membership termination steps,Deactivate listservs target date,date,
recfqFvEoNEYsaYO0,Membership termination steps,Deactivate website target date,date,
recyjM9xnNB2ZBld9,Membership termination steps,Deactivate QBO target date,date,
recw2cMgcZgbxWutu,Membership termination steps,Deactivate Slack target date,date,
reczZrkAizmPJ02H1,Membership termination steps,Deactivate Group Exemption target date,date,
recNNi644b3Dhg8ks,Membership termination steps,Deactivate Gusto target date,date,
recArBnDwyc9i4SuN,Membership termination steps,Termination trigger date,date,
reccQA6bQVk4hFhYO,Membership termination steps,Membership termination letter (from School),multipleLookupValues,
recxwUigLf7abCa1i,Membership termination steps,School Contact Emails (from School),multipleLookupValues,
recPtPpllRErEFhBq,Membership termination steps,Deactivate wildflowerschools.org profile target date,date,
recXa9E1cMTEb41Ua,Membership termination steps and dates,Step name,singleLineText,
recWUFXumxtm58JmY,Membership termination steps and dates,Day of process,number,
recy24CR4eqRyb9P1,Membership termination steps and dates,Responsible person at WF,email,
recx0E4oQ6rw7BbZ0,Membership termination steps and dates,field with target date,formula,"{Step name} & "" target date"""
recOg1pfUXvJH638H,Cohorts,Cohort Name,formula,"IF(AND({Program Type},{Start Date}),
  {Program Type} & "" "" & DATETIME_FORMAT({Start Date},""MMM-YYYY""),""Enter Program Type and Start Date"")"
recdFvRH2ossWWyO2,Cohorts,Program Type,singleSelect,"Blooms, Charter"
recS0H6DIKY3y0QLN,Cohorts,Start Date,date,
recUuljaV2VuMG4EI,Cohorts,Schools,multipleRecordLinks,Schools
recmA1YfXlVeXwT8e,Automations,Automation Name,singleLineText,
recUgLWGklWpcHZZ9,Automations,Description,multilineText,
recJw3I3tSiBZrXbx,Automations,Trigger Event,singleSelect,"When a record is updated, Trigger Event, When a record is created, When a record matches conditions, At a scheduled time, When a button is clicked, When a webhook is received"
recg8eQ23ZCcTQYAQ,Automations,Action,singleSelect,"Run a script, Action, Update record, Find records & update, Send Slack message, Send email, Create record"
recyzbSLKAYcLjdiH,Automations,Created Date,createdTime,
recSIPWdEcM728YQ3,Automations,Last Modified time,lastModifiedTime,
recDepT1cAEwdoZAm,Automations,Which table,singleSelect,"Schools, Educators, School Locations, Which table, Emails, Meetings, Membership termination steps, Grants, Grants Advice Log, SSJ Fillout Forms, --, Governance docs, Metadata"
rec1ahqbABDr7P7GZ,Automations,Which field,singleLineText,
recp1uhK0KCEMG6lT,Automations,Script,multilineText,
recsGBYLfIrfCbEgq,Automations,Active,checkbox,
rec2gncppy0JIY2zA,Automations,old Script,multilineText,
rec2h6sLqFqzXqaR6,Automations,Full Script,formula,"CONCATENATE({code header (from Link to Overall Reusable Code)},""\n\n"",{Script})"
recWOGCu4kcGVZSQi,Automations,Link to Overall Reusable Code,multipleRecordLinks,Overall Reusable Code
recLb2po9JlYChLqC,Automations,code header (from Link to Overall Reusable Code),multipleLookupValues,
recm1pY4PXGzeK6SV,Reusable Code,Name,singleLineText,
recWMisnL58aSdmLU,Reusable Code,async,checkbox,
recpcsoMopBF36Dwo,Reusable Code,input_variables,singleLineText,
recbiErqAVXipd4la,Reusable Code,code,multilineText,
recct56OwmiclPDfg,Reusable Code,output,singleLineText,
recEMAWzJ12Mnrd3h,Reusable Code,function text,formula,"CONCATENATE(IF({async},""async "",""""),""function "", {Name},""("",{input_variables},"")"","" {\n"",{code},""\n}"")"
recZ7V61CFWL9Hmaw,Reusable Code,Overall reusable code,multipleRecordLinks,Overall Reusable Code
recn24rCTPlOlS5Y6,Reusable Code,Group,singleSelect,"DateTime, Slack, Zapier, Geo, NullChecks, Lookup, Database, Code, SendGrid, Overall"
recZMXa7c7zQGM4ko,Reusable Code,function call commented,formula,"CONCATENATE(""// -- "",IF({async},""async "",""""),""function "", {Name},""("",{input_variables},"")"")"
rec1EstO1JU96CwgD,Advice Process,advice_process_blocks_id,formula,RECORD_ID()
recgXqq2cGBeAfn3u,Advice Process,Step,singleSelect,"Preliminary, Full"
rec50MbUBcRMphOCx,Advice Process,action_id,singleLineText,
recqH908vS8JLSecs,Advice Process,buttonText,singleLineText,
rechX5cUgjSl0Qgbx,Advice Process,adviceType,singleSelect,programblock
recdg6JjTuImK3WGk,Overall Reusable Code,Name,singleLineText,
recVOQcam770XCGfP,Overall Reusable Code,Functions,multipleRecordLinks,Reusable Code
recv7f4GR7PAVO4aU,Overall Reusable Code,function text (from Reusable Code),rollup,
receKLjpN462mA51U,Overall Reusable Code,Key Value Pairs,multipleRecordLinks,Key Value Pairs
recIiksF9QUVTkXHl,Overall Reusable Code,key_value_text,rollup,
recV1B82FnEuXdMD4,Overall Reusable Code,code header,formula,"CONCATENATE(""// HEADER START -->\n"",
""// Copied on "", DATETIME_FORMAT(TODAY(),'MMMM D, YYYY'),""\n\n"",
""const HEADER_COPIED_DATE = "",
DATETIME_FORMAT(TODAY(),'YYYYMMDD'),"";\n"",
""const lastCodeModDate = getRecordFieldSafely(await safelyGetRecord(base.getTable('Overall Reusable Code'),'"",
RECORD_ID(),
""'),'LastCodeMod');\n"",
""if (HEADER_COPIED_DATE < lastCodeModDate) console.log('The code header is out of date.');\n\n"",
""let CONFIG = {};\n\n"",

""// List of functions\n\n"",
{function_list},""\n\n"",

""// Functions\n\n"",
{function text (from Reusable Code)},
""\n\n// <-- HEADER END\n\n"",
""// Main script starts here\n\n"",
""(async () => {\n"",
""  await loadCONFIG();\n"",
""})();"")"
rec4VZpEN1hddofsO,Overall Reusable Code,function_list,rollup,
rec4ZD0GTs5HEBBTX,Overall Reusable Code,Automations,multipleRecordLinks,Automations
recfLdOZ3kfz4TqD6,Overall Reusable Code,automations scripts,rollup,
recnk3H9VVBOrWR7s,Key Value Pairs,Key,singleLineText,
rec2EXFErLE3rABwm,Key Value Pairs,Value,singleLineText,
recTVNSWqLwLx1Ufo,Key Value Pairs,Description,multilineText,
reckyAlZ0oTgldObi,Key Value Pairs,Owner,multipleRecordLinks,Partners
recnJbmKAmvbRlOzT,Key Value Pairs,Overall Reusable Code,multipleRecordLinks,Overall Reusable Code
recNaF6Ii4NXVvTbC,Key Value Pairs,Key-Value,formula,"CONCATENATE(""const "",{Key},"" = '"",{Value},""'\n"")"
recSPCeCchUqyxHCB,Roadmap,Title,singleLineText,
recVCdjhKhD3LK7pZ,Roadmap,Short description,singleLineText,
recby4FGWWjfBi3Wg,Roadmap,Date requested,date,
recopoGVjuoecPjzU,Roadmap,Requestor,multipleRecordLinks,Partners
recwur4Lse26GTvI5,Roadmap,Priority,singleSelect,"Top, Medium, Low"
recDvGLGR92rzsHx0,Roadmap,Responsible for fixing,multipleRecordLinks,Partners
rec75CSj11DwTVPJK,Roadmap,Target fix date,date,
reclyU5LaLbvrn9r2,Automations,Section,singleSelect,"Data Workflow/Management, Backups + Snapshots, Notifications, Grant initiation, Deduplication, Processing Get Involved Forms, Update School Errors, Buttons, Membership termination, More, Sharing with chatGPT"
rec8h5poZv4OVRG1A,Metadata,recId,formula,RECORD_ID()
rechCBq3hipFOQaUg,Metadata,Table ID,singleLineText,
reckpKse40p4ptVX7,Metadata,Table Name,singleLineText,
recnSGR4PZu2nclCH,Metadata,Field ID,singleLineText,
recoIC5haLfZKmcpC,Metadata,Field Name,singleLineText,
recbhSMhbA26e0o9O,Metadata,Field Description,singleLineText,
rectPVgUw5ljpV6Sd,Metadata,Field Type,singleLineText,
recd8MiL972jIGOip,Metadata,Field Options,multilineText,
rec4vASjLMICHJMyV,Schools,Membership fee recs,multipleRecordLinks,Membership fee school x year
recFa6tPx3BFfy0ew,Schools,Legal structure,singleSelect,"Independent organization, Part of a charter, Part of another organization, Multiple WF schools in a single entity"
recVtJbFZkiWgm3yc,Schools,Charter assessments,multipleRecordLinks,Assessment data
recIp6Aa6WF9NLDoL,Schools,Annual enrollment and demographics,multipleRecordLinks,Annual enrollment and demographics
reck3gGrEuIi6FeZI,Schools,Active guides,multipleLookupValues,
recXj72sakMjGm7eq,Schools,Create guide assignment,formula,"""https://airtable.com/appJBT9a4f3b7hWQ2/pagyPlSOcxnd3TA3f?prefill_School="" & {school_id}"
recf9CyTSl3S6eXyy,Schools,Guide assignment,button,
recsuEc0l6cOyIyJp,Charters,Short Name,singleLineText,
recb17WhY4iOYO19A,Charters,Initial target ages link,multipleRecordLinks,Montessori Cert Levels
recp1bzrnpNXdsPJh,Charters,Landscape analysis,multipleAttachments,
recapNGEQPgNGoCBd,Charters,Support timeline,multipleLookupValues,
recELLHVwQuVEmBEg,Charters,Non-TL roles,multipleRecordLinks,Charter roles
rec2kdgJKbyXVINTE,Charters,Projected open,date,
rec11xZtS755x9UVu,Charters,Target open (from Charter applications),multipleLookupValues,
recI8ACLhqazA1bkR,Charters,Contact Email (from External Initiator(s)),multipleLookupValues,
recI9AMX5pgJdFZBf,Charters,Cohorts,multipleRecordLinks,Cohorts
rec84GAzSLLboOSsp,Charters,Current TLs (from Schools),multipleLookupValues,
recyRqwrpXa7njjcf,Charters,Membership fee school x year,multipleRecordLinks,Membership fee school x year
recCa2Vu2zcyi3nZC,Charters,Annual enrollment and demographics,multipleRecordLinks,Annual enrollment and demographics
recpjp6UoPv6KsmD9,Charters,Locations,multipleRecordLinks,Locations
recRz4yWIldZEHOVi,Charters,Partnership with WF started,date,
recQrNNpVG0Cg35rx,Charters,Authorized,date,
rec61uGXq5PqDrPBZ,Charters,First site opened,date,
recfIs6GPMpxD4PdP,Charters,Website,url,
recVLAGr8b3uOQm7N,Charters,School reports,multipleRecordLinks,Reports and submissions
recNoWlM5zl9wCeM7,Charters,Charter assessments,multipleRecordLinks,Assessment data
recXJOZ0FjQWDXbse,Charters,Charter authorizers and contacts,multipleRecordLinks,Charter authorizers and contacts
rec2La62xIqXQScYT,Charters,Charter applications,multipleRecordLinks,Charter applications
rec1X6d0u4mzJXIO7,Locations,Charter,multipleRecordLinks,Charters
recAd45zMtUItzXYN,Educators,Ops Guide Meeting Preference Time,multipleSelects,"During the day, Evenings, Weekends"
recNY0rhYc4e55tH0,Educators,Ops Guide Specifics Checklist,multipleSelects,"No partner, Accelerated Timeline, Career change, No Montessori training, Been in pipeline a long time, Alignment / model questions, Conversion school, BIPOC led, Team seems more vision-oriented (needs structure), Interested in charter, Reach out to growth leads for more details"
reccczi53fy7NqraS,Educators,Ops Guide Request Pertinent Info,multilineText,
recya1CM8cma7da8B,Educators,Ops Guide Support Type Needed,multipleSelects,"Visioning Cohort, One on one ops guiding support, Charter ops guide support for existing/authorized charters with WF"
recwsbXFcl7fJCOgf,Educators,Ops Guide Any fundraising opportunities?,multilineText,
recaIORMq6vQ05zGk,Educators,Race and Ethnicity,multipleRecordLinks,Race and Ethnicity
recih41gYf7zQ74Oz,Educators,Charters,singleLineText,
reczgNWFzjtJsM6Qv,Educators,Charter admin roles,multipleRecordLinks,Charter roles
recPVQTMtt7tjM2GZ,Educators x Schools,Charters,singleLineText,
rec5cMBSkNMQckmgY,Partners,Short name,singleLineText,
recqo8kVAjPEahxa4,Grants,Primary Contact Email (from School),multipleLookupValues,
recQ8BmgulYDdrhYu,Grants,Primary Contacts (from School),multipleLookupValues,
recktYa4CPNtSZS2H,Grants,Current Mailing Address (from School),multipleLookupValues,
recUSWRVtb8T1gUQc,990s,Legal structure (from School),multipleLookupValues,
recDR0N9kV1TW3LLp,990s,AI Derived Revenue,currency,
recIeDeSx9K7zmStu,990s,AI Derived EOY Date,aiText,
recnDlcUid2C6Matu,990s,Membership fee school x year,multipleRecordLinks,Membership fee school x year
recT9xMeGszjIq241,SSJ Fillout Forms,"Manual (type ""run"")",singleLineText,
reczraroJ21KPxo8J,SSJ Fillout Forms,Initial Outreacher,singleSelect,"daniela.vasan@wildflowerschools.org, N/A, rachel.kelley-cohn@wildflowerschools.org, jeana.olszewski@wildflowerschools.org, angelica@wildflowerschools.org, Brent Locke, DUPLICATE, Lisbeth, damoe;a"
recIsqJeapIPZ8zX8,SSJ Fillout Forms,Person responsible for follow up,singleSelect,"daniela.vasan@wildflowerschools.org, N/A, rachel.kelley-cohn@wildflowerschools.org, jeana.olszewski@wildflowerschools.org, angelica@wildflowerschools.org, Brent Locke, DUPLICATE"
recMD1EBP210GcdEq,Montessori Cert Levels,Charters,multipleRecordLinks,Charters
recLxRExxeCyGUc4x,Race and Ethnicity,Educators,multipleRecordLinks,Educators
reccECuPC7Y37BNQx,Cohorts,Charters,multipleRecordLinks,Charters
recueDKXLZ2qHxGjV,Reusable Code,Last modified time,lastModifiedTime,
rec98HePiLH3c9xJ3,Overall Reusable Code,recId,formula,RECORD_ID()
reccmOT9Dtr7UDmcY,Overall Reusable Code,Last reusable code modification,rollup,
recz1U0o9ZV0AWCmA,Overall Reusable Code,LastCodeMod,formula,"DATETIME_FORMAT({Last reusable code modification},'YYYYMMDD')"
rec7nkopQHUxgmFnV,Overall Reusable Code,Last automation modification,rollup,
recZokbuXxjssM1XJ,Key Value Pairs,Last modified time,lastModifiedTime,
recX7urrGqMNXBacD,Roadmap,Direction for developer,multilineText,
recj6DqwuRqygu4oR,Roadmap,Circle,singleSelect,"Foundation Ops, School Support, Marketing and Communications, Charter, Radicle"
recZBHpUb2MldnU4h,Roadmap,Role,singleLineText,
rec6NMcc5vuZ6scb0,Roadmap,Status,singleSelect,"Not yet started, In progress, Paused, Complete"
recJfmZGjRDIRB8c0,Roadmap,Completion date,date,
rec0kC54hjzhQd6ga,Roadmap,Notes,multilineText,
rec79Javnlvj0Tanc,School year,Table 80,multipleRecordLinks,Membership fee school x year
rec6J6qow3MFSjgik,School year,Charter annual data,multipleRecordLinks,Annual enrollment and demographics
recpDIxIBVHKFFyAh,School year,School reports,multipleRecordLinks,Reports and submissions
recXE14ETmqT8rKqb,School year,Charter assessments,multipleRecordLinks,Assessment data
recsSXqjDdMa3W5Ae,Membership fee school x year,Membership fee annual record key,formula,"CONCATENATE(IF({School},{School},{Charter} & "" Charter""),"" - "",{School year link})"
rec8NhbaL1t9DWy2l,Membership fee school x year,School,multipleRecordLinks,Schools
reccxw6X3wSz9Ge0B,Membership fee school x year,Charter,multipleRecordLinks,Charters
rec6znaVMgSo40J0L,Membership fee school x year,Opened (from Schools),multipleLookupValues,
recYSceBarqEcv4kO,Membership fee school x year,School year link,multipleRecordLinks,School year
recpCKGii5hmhLVAf,Membership fee school x year,End date (from School year),multipleLookupValues,
recTZt55vqtc0ZSYV,Membership fee school x year,nth year,formula,"VALUE(RIGHT({School year link},2))+2000 - YEAR({Opened (from Schools)})+IF(MONTH({Opened (from Schools)})<=6,1,0)"
recA71OnBRd3uyTRk,Membership fee school x year,New school fee amount (from School year),multipleLookupValues,
recM9kYU65E8nj91x,Membership fee school x year,Fee level as a share of revenue (from School year),multipleLookupValues,
rec5zzlPc2Pd4udBD,Membership fee school x year,School history status,singleSelect,"Emerging, Open"
recCixEstD1q64YKF,Membership fee school x year,Initial exemption status,singleSelect,"Exempt, Non-exempt"
recZ7ViZGgQsXHxJm,Membership fee school x year,Current exemption status,rollup,
recQrg0h0o5kCFvjm,Membership fee school x year,990,multipleRecordLinks,990s
recc4ymsoAOWwqrcg,Membership fee school x year,990 Reporting Year (from 990),multipleLookupValues,
recqiSrBgPcxzxcNe,Membership fee school x year,AI Derived Revenue (from 990),multipleLookupValues,
rec8aDUNBiun71Ldg,Membership fee school x year,AI Derived EOY Date (from 990),multipleLookupValues,
recmIJBHefVxR97sJ,Membership fee school x year,Revenue,currency,
